Disease name:	Carcinoma, Hepatocellular
miRNA_name	PMID	Description	Causality
hsa-mir-20a	36497115	In summary, LIMA1 is a tumour suppressor that inhibits the Wnt/beta-catenin signalling pathway and is downregulated by CAF-derived exosomes carrying oncogenic miR-20a-5p in HCC.	Unknown
hsa-mir-20a	33136092	CONCLUSION: BMSCs-EVs-carried miR-20a-3p targets c-FLIP and increases TRAIL levels in HCC cells, thus promoting TRAIL-related apoptosis.	Unknown
hsa-mir-27b	33212990	Notably, we found that miR-27b controls post-transcriptional expression of numerous components of the insulin signaling pathway including the insulin receptor (INSR) and insulin receptor substrate 1 (IRS1) in human hepatoma cells.	Unknown
hsa-mir-27b	35800619	Moreover, CA10 overexpression was associated with down-regulation of miR-27b in human HBV-related HCC tumor tissues with sW182* mutation.	Unknown
hsa-mir-27b	35480884	Moreover, we conducted upstream miRNAs and lncRNAs of CCNA2 to establish upstream regulatory networks in kidney renal clear cell carcinoma (LINC00997/miR-27b-3p/CCNA2), liver hepatocellular carcinoma (SNHG16, GUSBP11, FGD5-AS1, LINC00630, CD27-AS1, LINC00997/miR3p/CCNA2, miR-29b-3p/CCNA2, miR-29c-3p/CCNA2, and miR5p/CCNA2), and lung adenocarcinoma (miRNA5p/CCNA2 and miR5p/CCNA2) by expression analysis, survival analysis, and correlation analysis.	Unknown
hsa-mir-27b	36138344	CONCLUSIONS: By targeting TAB3, hsa-miR-27b acted as a tumour suppressor by inactivating the NF-small ka, CyrillicB pathway in HCC in vitro and in vivo, indicating its therapeutic value against HCC.	Unknown
hsa-mir-27b	36348379	Mechanistically, circRanGAP1 as an oncogene promotes HCC progression by miR-27b-3p/NRAS/ERK axis, furthermore, affects the infiltration level of tumor-associated macrophages probably by sponging miR-27b-3p. CONCLUSION: These results reveal that circRanGAP1 is a HCC oncogene that function by the miR-27b-3p/NRAS/ERK axis and regulates the infiltration levels of tumor-associated macrophages by sponging miR-27b-3p.	Unknown
hsa-mir-191	31334580	CONCLUSIONS: Our study sheds light on the novel underlying mechanism of miR-191 in HCC, which may accelerate the development of cancer therapy.	Unknown
hsa-mir-191	30922710	We found that all studied microRNAs were down regulated among HCC patients when compared to cirrhotic patients and controls (p value: 0.005, 0.005 and 0.001 for microRNAs 191, 203 and 335 respectively).	Unknown
hsa-mir-191	31933962	CONCLUSIONS: In summary, miR-191-5p may function as a tumor promoter miRNA of HCC, and the miR-191-5p inhibitor may contribute to the targeted HCC treatment in the future.	Unknown
hsa-mir-125a	30536969	Functional studies revealed that the HCC cells were treated with TAM exosomes or transfected with miR-125a/b suppressed cell proliferation and stem cell properties by targeting CD90, a stem cell marker of HCC stem cells. The study indicated that miR-125a/b targeting CD90 played important roles in cancer stem cells of HCC.	Unknown
hsa-mir-125a	31749873	RESULTS: Serum levels of miRNA-122a, miRNA-125a, miRNA-139, miRNA-145, and miRNA-199a were significantly lower (p < 0.01) in HCC than in CHC and LC groups. CONCLUSIONS: These findings indicate that measurement of serum levels of miRNA-122a, miRNA-125a, miRNA-139, miRNA-145, and miRNA-199a can differentiate HCC from CHC and LC.	Unknown
hsa-mir-125a	32484698	miR-34a and miR-125a-5p might be splendid biomarkers in the therapeutic strategies for HCC.	Unknown
hsa-mir-125a	31527306	Our findings suggest that miR-125a-5p may be a useful therapeutic target for treatment of HCC patients.	Unknown
hsa-mir-125a	36700300	CONCLUSION: CYTOR silencing facilitates HCC cell apoptosis in vitro via the miR-125a-5p/HAX-1 axis.	Unknown
hsa-mir-125a	31289566	Serum miR-125a-5p fluctuates depending on the presence of HCC, and may serve as a noninvasive biomarker to aid in diagnosing early carcinogenesis in HCV-associated chronic liver diseases.	Unknown
hsa-mir-100	31513595	"A text mining analysis revealed that these miRNAs were linked to multifaceted hallmarks of cancer, including ""invasion and metastasis."" CONCLUSIONS: Low expressions of miR-100-5p and miR-148a-3p were associated with gross VI and poor survival of patients after hepatic resection for HCC."	Unknown
hsa-mir-100	33575116	The DLEU2L-hsa-miR5p/ hsa-miR-99a-5p-TAOK1 ceRNA network related to the prognosis of HCC was obtained by performing bioinformatics analysis.	Unknown
hsa-mir-100	34337085	Overexpression of miR-100 attenuates the invasive and proliferative abilities of hepatocellular carcinoma cells by targeting CXCR7.	Unknown
hsa-mir-100	33256278	Conclusion: The level of miR-100 expression in hepatocellular carcinoma cells is low, so it is closely related to the invasion and metastasis and affects the prognostic survival of hepatocellular carcinoma patients.	Unknown
hsa-mir-425	31257522	Collectively, the present results demonstrated that miR4255p promoted HCC cell proliferation, migration, and invasion by suppressing FOXD3 expression, potentially providing a novel target for the treatment of HCC.	Unknown
hsa-let-7f	33303811	Six miRNAs (let-7f-5p, miR-10b-5p, 143-3p, 191-5p, 21a-5p, and 26a-5p) were upregulated, similarly to human HCC cases.	Unknown
hsa-mir-29b	34445994	The HERHCREB1-CCNA2 and HERHmiR-29b/c-CCNA2 axes served as molecular stimuli for HCC advance.	Unknown
hsa-mir-29b	31060424	We determined the effect of FA on global DNA methylation as well as a mechanism of FA-induced changes in DNA methylation by transcriptional (promoter methylation), post-transcriptional (miR-29b) and post-translational (ubiquitination) regulation of DNMTs and MBD2 in the human hepatocellular carcinoma (HepG2) cell line.	Unknown
hsa-mir-29b	33341052	The anti-HCC effect of BJO and BE-BJO was intimately associated with the activation of miRNA-29b, p53-associated apoptosis and mitochondrial-related pathways.	Unknown
hsa-mir-29b	35117617	Exosomal miR-29b from cancer-associated fibroblasts inhibits the migration and invasion of hepatocellular carcinoma cells.	Unknown
hsa-mir-122	35081125	In addition, the levels of tumor markers including alpha-fetoprotein, arginase-1, alpha-L-fucosidase, and ferritin were significantly increased, whereas the hepatic miR-122 level was significantly decreased in induced-HCC rats.	Unknown
hsa-mir-122	32812418	Furthermore, the procedure was applied to determine miRNA-122 and HBV-T in genuine serum samples from hepatocellular carcinoma patients.	Unknown
hsa-mir-122	32669295	We identify 24 primary microRNAs with significant changes in processing efficiency from normal liver to hepatocellular carcinoma, among those the highly expressed miRNA-122 and miRNA-21, demonstrating that differential processing of primary microRNAs is occurring and could be involved in disease.	Unknown
hsa-mir-122	31950277	A method is described for the simultaneous determination of hepatocellular carcinoma-associated microRNA-122 and microRNA-199a/b-3p.	Unknown
hsa-mir-122	31377861	The method was successfully applied to the quantitation of microRNA-122 in hepatocellular carcinoma cell lysates.	Unknown
hsa-mir-122	30735121	Restoration of miR-122 levels in hepatoma cells markedly enhanced the activation of interferons (IFNs) in response to a variety of viral nucleic acids or simulations, especially in response to hepatitis C virus RNA and poly (I:C).	Unknown
hsa-mir-122	30649630	A mercapto-modified probe DNA that is complementary to the hepatocellular carcinoma biomarker microRNA-122 was firstly anchored on a gold electrode (AuE).	Unknown
hsa-mir-122	30552326	Disrupting expression of miR-122 can re-activate embryo-expressed adult-silenced genes, ultimately leading to the development of hepatocellular carcinoma (HCC).	Unknown
hsa-mir-122	34907157	As the Hippo pathway plays important roles in cell proliferation and liver pathological processes like inflammation, fibrosis, and hepatocellular carcinoma (HCC), our study could also provide a new insight into the function of miR-122 in liver pathology.	Unknown
hsa-mir-122	30881509	In addition, the combination of the miRNA-122 and a fetoprotein may further improve the diagnostic accuracy between the HCC and healthy groups (area under the curve, 0.980; 95% confidence interval, 0.958-1.000).	Unknown
hsa-mir-122	36216309	Clinical scores (atherogenic indexes, atherosclerotic cardiovascular disease-ASCVD and systematic coronary risk evaluation-SCORE), biochemistry, miR-122, miR-33a, plasminogen activator inhibitor-1 (PAI-1), intercellular adhesion molecule-1 (ICAM-1), vascular cell adhesion molecule-1 (VCAM-1), were determined before and after the intervention.	Unknown
hsa-mir-122	36140836	miR-122 was highly expressed in HCV patients with a significant difference from the HCC group (p = 0.004), which points towards its role in prognosis value as a predictor of HCC in patients with chronic HCV.	Unknown
hsa-mir-122	35666610	CONCLUSION: Our findings illustrate that both circulating miR-16 and miR-122 can provide value for early diagnosis of HCC and they are potential biomarkers for the early-stage HCC.	Unknown
hsa-mir-122	34623217	CONCLUSION: MiR-122 may be useful as a potential radiosensitizer for HCC, and its mechanism is related to the regulation of cyclin G1.	Unknown
hsa-mir-122	33007506	The integrated nanosystem (p122-ap1@NPC-D) was found to unleash by programmed TMEs (high level of H(2)O(2) and low pH) to efficiently transfect miR-122 into MHCC-LM3 cells, followed by the releases of 5-FU.	Unknown
hsa-mir-122	32790532	CONCLUSION: This meta-analysis demonstrates that miR-122 may be a useful diagnostic biomarker for HCV-associated HCC.	Unknown
hsa-mir-122	32424223	The triple combination panel AFP@TERT@miR-122 shows a better diagnostic performance for screening HCC in HBV patients, regardless of AFP levels.	Unknown
hsa-mir-122	32366560	CONCLUSIONS: Collectively, our results showed that circulating miR-199a and miR-122 levels could serve as novel, non-invasive biomarkers for HCC diagnosis and prognosis, respectively.	Unknown
hsa-mir-122	32309434	The pooled sensitivities, specificities, and AUCs of serum miR-122 were 0.76, 0.75, and 0.82, respectively, for discriminating HCC patients from overall controls; 0.85, 0.83, and 0.91, respectively, for discriminating HCC patients from healthy controls; 0.79, 0.82, and 0.87, respectively, for discriminating HCC from HBV or HCV infection; and 0.65, 0.75, and 0.74, respectively, for discriminating HCC from liver cirrhosis or dysplastic nodule formation. CONCLUSIONS: Serum miR-122 confers moderate efficacy for discriminating HCC patients from healthy controls or patients with HBV or HCV infection, but not for discriminating HCC patients from those with liver cirrhosis or dysplastic nodule formation.	Unknown
hsa-mir-122	31933516	Nevertheless, the value of miR-122 in prediction of prognosis of HCC patients was limited to certain patients' subgroups.	Unknown
hsa-mir-122	31660891	Comparing serum from HCC patients with serum from healthy individuals revealed a global increase of miRNAs in serum from HCC patients, including an almost 4-fold increase of several miRNAs, including the liver-specific miR-122.	Unknown
hsa-mir-122	31558184	Our data indicated that miR-122 could inhibit hepatocellular carcinoma cell progression by targeting LMNB2 and as a therapeutic target for hepatocarcinoma treatment.	Unknown
hsa-mir-122	31450927	Conclusion: miRNA-122 and miRNA-224 could serve as biomarkers for the diagnosis of HCC.	Unknown
hsa-mir-122	30921182	CONCLUSION: Low miR-122 expression in HCC tissues was a reliable indicator for predicting the OS of HCC patients who underwent curative resection.	Unknown
hsa-mir-122	30829008	In this work, with the use of newly developed PEGylated biodegradable charged polyester-based vectors (PEG-BCPVs) as the carrier, the miR26a and miR122 codelivering therapeutic strategy (PEG-BCPVs/miR26a/miR122 as the delivery formulation) is successfully developed for efficient treatment of human hepatocellular carcinoma (HCC).	Unknown
hsa-mir-122	30802029	The strategy developed herein is thus a highly promising platform for an effective codelivery of miRNA-122 and 5-Fu with facile fabrication and great potential for the clinical translation toward HCC synergistic therapy.	Unknown
hsa-mir-122	30662901	Our results suggest that SNP of rs1135519 modulates miR-122 expression and contributes to the genetic susceptibility of HCC, either independently or together with rs9966765 in miR-122.	Unknown
hsa-mir-122	36411886	This provides new ideas for the development of new therapeutic strategies for hepatocellular carcinoma based on the mechanism of miR-122 and metformin.	Unknown
hsa-mir-122	35651814	In conclusion, studied microRNAs (miR-122, miR-483, and miR-335) could serve as potential non-invasive early diagnostic biomarkers for HCC, and we identified a panel of three serum microRNAs with high accuracy in HCC diagnosis.	Unknown
hsa-mir-122	35224317	The combination of miR-122 and miR-150 has the potential as a biomarker to differentiate HCC from liver cirrhosis.	Unknown
hsa-mir-122	34729120	Background: This study aimed to evaluate the role of plasma microRNA panel (miR-122, miR-192, miR-21, miR-223, miR-26a, miR-27a and miR-801) for prediction and surveillance of early tumor recurrence in hepatocellular carcinoma (HCC) patients who had undergone liver transplantation (LT).	Unknown
